index,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,imdb_score
229,Sharlto Copley,Action|Drama|Sci-Fi|Thriller,Matt Damon,Elysium ,Alice Braga,6.6
230,Alexa Davalos,Action|Adventure|Sci-Fi|Thriller,Vin Diesel,The Chronicles of Riddick ,Christina Cox,6.7
231,Abbie Cornish,Action|Crime|Sci-Fi|Thriller,Gary Oldman,RoboCop ,Jennifer Ehle,6.2
232,Kick Gurry,Action|Family|Sport,Scott Porter,Speed Racer ,Nicholas Elia,6.1
233,Domenick Lombardozzi,Comedy|Drama|Romance,Shelley Conn,How Do You Know ,Teyonah Parris,5.3
234,Marc Blucas,Action|Comedy|Romance,Tom Cruise,Knight and Day ,Jordi Mollà,6.3
235,Tom Cruise,Action|Adventure|Mystery|Sci-Fi,Morgan Freeman,Oblivion ,Zoë Bell,7
236,Christopher Lee,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,Star Wars: Episode III - Revenge of the Sith ,Hayden Christensen,7.6
237,Christopher Lee,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,Star Wars: Episode II - Attack of the Clones ,Hayden Christensen,6.7
238,John Ratzenberger,Adventure|Animation|Comedy|Family|Fantasy,Steve Buscemi,"Monsters, Inc. ",James Coburn,8.1
239,Tao Okamoto,Action|Adventure|Sci-Fi|Thriller,Hugh Jackman,The Wolverine ,Rila Fukushima,6.7
240,Liam Neeson,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,Star Wars: Episode I - The Phantom Menace ,Ian McDiarmid,6.5
241,Emma Stone,Adventure|Animation|Comedy|Family|Fantasy,Ryan Reynolds,The Croods ,Nicolas Cage,7.3
242,Santiago Segura,Adventure|Comedy|Family|Fantasy,Alain Delon,Asterix at the Olympic Games ,Vanessa Hessler,5.1
243,Roger Willie,Action|Drama|War,Nicolas Cage,Windtalkers ,Noah Emmerich,6
244,Sam Claflin,Action|Adventure|Drama|Fantasy,Chris Hemsworth,The Huntsman: Winter's War ,Charlize Theron,6.1
245,Danny Woodburn,Action|Adventure|Comedy|Sci-Fi,Noel Fisher,Teenage Mutant Ninja Turtles ,Jeremy Howard,5.9
246,Basher Savage,Adventure|Drama|Sci-Fi|Thriller,Phaldut Sharma,Gravity ,Amy Warren,7.8
247,Grant Heslov,Action|Adventure|Thriller,Jamie Renée Smith,Dante's Peak ,Tzi Ma,5.8
248,Noel Fisher,Action|Adventure|Comedy|Sci-Fi,Stephen Amell,Teenage Mutant Ninja Turtles: Out of the Shadows ,Brad Garrett,6.3
249,Reg E. Cathey,Action|Adventure|Sci-Fi,Tim Blake Nelson,Fantastic Four ,Tim Heidecker,4.3
250,Rami Malek,Action|Adventure|Comedy|Family|Fantasy,Robin Williams,Night at the Museum ,Steve Coogan,6.4
251,Ioan Gruffudd,Action|Adventure|Drama|Thriller,Dwayne Johnson,San Andreas ,Archie Panjabi,6.1
252,Colin Salmon,Action|Adventure|Thriller,Vincent Schiavelli,Tomorrow Never Dies ,Joe Don Baker,6.5
253,Adam Baldwin,Action|Drama|History|War,Heath Ledger,The Patriot ,Tom Wilkinson,7.1
254,Julia Roberts,Crime|Thriller,Brad Pitt,Ocean's Twelve ,Mini Anden,6.4
255,Angelina Jolie Pitt,Action|Comedy|Crime|Romance|Thriller,Brad Pitt,Mr. & Mrs. Smith ,Stephanie March,6.5
256,Theo James,Adventure|Sci-Fi|Thriller,Kate Winslet,Insurgent ,Mekhi Phifer,6.3
257,Adam Scott,Biography|Drama,Leonardo DiCaprio,The Aviator ,Frances Conroy,7.5
258,Catherine Tate,Adventure|Comedy|Family|Fantasy,James Corden,Gulliver's Travels ,Olly Alexander,4.9
259,Tom Wilkinson,Action|Comedy|Crime|Sci-Fi|Thriller,Christoph Waltz,The Green Hornet ,Chad L. Coleman,5.8
260,Dirk Benedict,Action|Adventure|Crime,George Peppard,The A-Team             ,Dwight Schultz,7.6
261,Sullivan Stapleton,Action|Drama|Fantasy|War,Eva Green,300: Rise of an Empire ,Peter Mensah,6.2
262,Tim Gunn,Adventure|Animation|Comedy|Family|Fantasy,Mahadeo Shivraj,The Smurfs ,Madison McKinley,5.5
263,Roseanne Barr,Animation|Comedy|Family|Music|Western,Steve Buscemi,Home on the Range ,G.W. Bailey,5.4
264,Theo James,Action|Adventure|Mystery|Sci-Fi|Thriller,Naomi Watts,Allegiant ,Zoë Kravitz,5.8
265,Torey Michael Adkins,Action|Drama|Sci-Fi|Sport,Hugh Jackman,Real Steel ,Olga Fonda,7.1
266,Nancy O'Dell,Adventure|Animation|Comedy|Family|Fantasy,Jacob Tremblay,The Smurfs 2 ,Vanessa Matsui,5.4
267,Temuera Morrison,Action|Crime|Romance|Thriller,Jason Patric,Speed 2: Cruise Control ,Lois Chiles,3.7
268,Moises Arias,Action|Sci-Fi,Harrison Ford,Ender's Game ,Aramis Knight,6.7
269,Jonathan Sadowski,Action|Adventure|Thriller,Bruce Willis,Live Free or Die Hard ,Cyril Raffaelli,7.2
270,Orlando Bloom,Action|Adventure|Drama|Fantasy,Christopher Lee,The Lord of the Rings: The Fellowship of the Ring ,Billy Boyd,8.8
271,Steve Coogan,Action|Adventure|Comedy,Jim Broadbent,Around the World in 80 Days ,Cécile De France,5.8
272,Jada Pinkett Smith,Biography|Drama|Sport,Will Smith,Ali ,Joe Morton,6.8
273,Kelly Preston,Adventure|Comedy|Family|Fantasy,Sean Hayes,The Cat in the Hat ,Spencer Breslin,3.8
274,Bruce Greenwood,Action|Mystery|Sci-Fi|Thriller,Will Smith,"I, Robot ",Chi McBride,7.1
275,Orlando Bloom,Action|Adventure|Drama|History|War,Liam Neeson,Kingdom of Heaven ,Philip Glenister,7.2
276,Nathan Lane,Adventure|Comedy|Family|Fantasy,Chazz Palminteri,Stuart Little ,Jeffrey Jones,5.9
277,Jenifer Lewis,Animation|Family|Fantasy|Musical|Romance,Oprah Winfrey,The Princess and the Frog ,Anika Noni Rose,7.1
278,Donald Glover,Adventure|Drama|Sci-Fi,Matt Damon,The Martian ,Benedict Wong,8.1
279,,Comedy,Mathew Buck,"10,000 B.C.             ",,7.2
280,Steve Buscemi,Action|Adventure|Romance|Sci-Fi|Thriller,Scarlett Johansson,The Island ,Djimon Hounsou,6.9
281,Warren Beatty,Comedy|Romance,Del Zamora,Town & Country ,Garry Shandling,4.4
282,Angelina Jolie Pitt,Action|Crime|Thriller,Nicolas Cage,Gone in Sixty Seconds ,Robert Duvall,6.5
283,Connie Nielsen,Action|Drama|Romance,Djimon Hounsou,Gladiator ,Oliver Reed,8.5
284,Frank Grillo,Action|Mystery|Sci-Fi|Thriller,Tom Cruise,Minority Report ,Jessica Capshaw,7.7
285,Rupert Grint,Adventure|Family|Fantasy|Mystery,Daniel Radcliffe,Harry Potter and the Chamber of Secrets ,Emma Watson,7.4
286,Tobias Menzies,Action|Adventure|Thriller,Eva Green,Casino Royale ,Ivana Milicevic,8
287,Estella Warren,Action|Adventure|Sci-Fi|Thriller,Cary-Hiroyuki Tagawa,Planet of the Apes ,Erick Avari,5.7
288,Jenette Goldstein,Action|Sci-Fi,Joe Morton,Terminator 2: Judgment Day ,S. Epatha Merkerson,8.5
289,Christian Bale,Biography|Crime|Drama|History|Romance,Johnny Depp,Public Enemies ,Stephen Graham,7
290,Ruby Dee,Biography|Crime|Drama,Denzel Washington,American Gangster ,RZA,7.8
291,Tia Carrere,Action|Comedy|Thriller,Jamie Lee Curtis,True Lies ,Tom Arnold,7.2
292,Ramon Rodriguez,Action|Crime|Thriller,Denzel Washington,The Taking of Pelham 1 2 3 ,Michael Rispoli,6.4
293,Blythe Danner,Comedy|Romance,Robert De Niro,Little Fockers ,Teri Polo,5.5
294,Will Ferrell,Action|Comedy|Crime,Dwayne Johnson,The Other Guys ,Derek Jeter,6.7
295,James Coburn,Action|Drama|Mystery|Thriller,Vanessa Williams,Eraser ,Roma Maffia,6.1
296,Christoph Waltz,Drama|Western,Leonardo DiCaprio,Django Unchained ,Ato Essandoh,8.5
297,Jason Alexander,Animation|Drama|Family|Musical|Romance,Demi Moore,The Hunchback of Notre Dame ,Bill Fagerbakke,6.9
298,Wendie Malick,Adventure|Animation|Comedy|Family|Fantasy,Eartha Kitt,The Emperor's New Groove ,John Fiedler,7.3
299,Sylvester Stallone,Action|Adventure|Thriller,Jason Statham,The Expendables 2 ,Bruce Willis,6.7
300,Armando Riesco,Action|Adventure|Comedy|Family|Mystery,Nicolas Cage,National Treasure ,Annie Parisse,6.9
301,Ed Speleers,Action|Adventure|Family|Fantasy,Djimon Hounsou,Eragon ,Gary Lewis,5.1
302,Ryan Corr,Adventure|Drama|Family|Fantasy,Catherine O'Hara,Where the Wild Things Are ,Max Records,6.8
303,Cara Delevingne,Adventure|Family|Fantasy,Hugh Jackman,Pan ,Nonso Anozie,5.8
304,Emma Kenney,Adventure|Animation|Family|Fantasy,Josh Hutcherson,Epic ,Troy Evans,6.7
305,Angelina Jolie Pitt,Action|Romance|Thriller,Johnny Depp,The Tourist ,Rufus Sewell,6
306,Mark Margolis,Action|Fantasy|Horror|Mystery,CCH Pounder,End of Days ,Udo Kier,5.7
307,Djimon Hounsou,Adventure|Drama|Thriller,Leonardo DiCaprio,Blood Diamond ,Stephen Collins,8
308,Matthew McConaughey,Biography|Comedy|Crime|Drama,Leonardo DiCaprio,The Wolf of Wall Street ,Jon Favreau,8.2
309,Rene Auberjonois,Action|Adventure|Fantasy,Michael Gough,Batman Forever ,Debi Mazar,5.4
310,Patrick Muldoon,Action|Sci-Fi|War,Jake Busey,Starship Troopers ,Seth Gilliam,7.2
311,Jim Sturgess,Drama|Sci-Fi,Tom Hanks,Cloud Atlas ,Jim Broadbent,7.5
312,Richard Roxburgh,Action|Adventure|Animation|Family|Fantasy,Abbie Cornish,Legend of the Guardians: The Owls of Ga'Hoole ,Anthony LaPaglia,7
313,Christopher Heyerdahl,Action|Crime|Fantasy|Romance|Thriller,Frances Conroy,Catwoman ,Alex Borstein,3.3
314,Rufus Sewell,Action|Adventure,Dwayne Johnson,Hercules ,Ingrid Bolsø Berdal,6
315,Martin Short,Adventure|Animation|Family|Sci-Fi,Joseph Gordon-Levitt,Treasure Planet ,Michael Wincott,7.1
316,Anna Friel,Adventure|Comedy|Sci-Fi,Will Ferrell,Land of the Lost ,Bobb'e J. Thompson,5.4
317,Sylvester Stallone,Action|Adventure|Thriller,Jason Statham,The Expendables 3 ,Harrison Ford,6.1
318,Edgar Ramírez,Action|Crime|Sport|Thriller,Ray Winstone,Point Break ,Delroy Lindo,5.3
319,Traylor Howard,Comedy|Family|Fantasy,Jamie Kennedy,Son of the Mask ,Ben Stein,2.2
320,Benjamin Walker,Action|Adventure|Biography|Drama|History|Thriller,Chris Hemsworth,In the Heart of the Sea ,Frank Dillane,7
321,Randy Quaid,Action|Comedy|Sci-Fi,Rosario Dawson,The Adventures of Pluto Nash ,Burt Young,3.8
322,Sean Huze,Action|Drama|Thriller|War,Matt Damon,Green Zone ,Igal Naor,6.9
323,Venus Schultheis,Adventure|Animation|Comedy|Family,Francesca Capaldi,The Peanuts Movie ,Bill Melendez,7.2
324,Felicity Huffman,Drama|Mystery|Thriller,Ben Gazzara,The Spanish Prisoner ,Campbell Scott,7.3
325,Brendan Fraser,Action|Adventure|Fantasy|Thriller,Dwayne Johnson,The Mummy Returns ,Patricia Velasquez,6.3
326,Liam Neeson,Crime|Drama,Leonardo DiCaprio,Gangs of New York ,Jim Broadbent,7.5
327,Ni Ni,Drama|History|Romance|War,Christian Bale,The Flowers of War ,Shigeo Kobayashi,7.6
328,Zooey Deschanel,Animation|Comedy|Family|Sport,Jeff Bridges,Surf's Up ,Jon Heder,6.8
329,Matthew Broderick,Comedy|Sci-Fi|Thriller,Jon Lovitz,The Stepford Wives ,Roger Bart,5.2
330,Sam Shepard,Drama|History|War,Ioan Gruffudd,Black Hawk Down ,Ewen Bremner,7.7
331,Thomas Middleditch,Comedy,Will Ferrell,The Campaign ,Katherine LaNasa,6.2
332,Bruce Willis,Action|Adventure|Sci-Fi,Milla Jovovich,The Fifth Element ,Gary Oldman,7.7
333,Liza Minnelli,Comedy|Drama|Romance,Chris Noth,Sex and the City 2 ,Kristin Davis,4.3
334,Rosie Perez,Adventure|Animation|Comedy|Family|Romance,Frank Welker,The Road to El Dorado ,Elton John,6.9
335,Josh Gad,Adventure|Animation|Comedy|Family,Peter Dinklage,Ice Age: Continental Drift ,Drake,6.6
336,Derek Jacobi,Drama|Family|Fantasy|Romance,Hayley Atwell,Cinderella ,Lily James,7
337,AJ Michalka,Drama|Fantasy|Thriller,Michael Imperioli,The Lovely Bones ,Tom McCarthy,6.7
338,Stephen Root,Adventure|Animation|Comedy|Family,Alexander Gould,Finding Nemo ,Brad Garrett,8.2
339,Billy Boyd,Action|Adventure|Drama|Fantasy,Orlando Bloom,The Lord of the Rings: The Return of the King ,Bernard Hill,8.9
340,Orlando Bloom,Action|Adventure|Drama|Fantasy,Christopher Lee,The Lord of the Rings: The Two Towers ,Billy Boyd,8.7
341,Djimon Hounsou,Action|Adventure|Fantasy,Jeff Bridges,Seventh Son ,Olivia Williams,5.5
342,Noah Taylor,Action|Adventure|Fantasy|Thriller,Angelina Jolie Pitt,Lara Croft: Tomb Raider ,Chris Barrie,5.7
343,Morgan Freeman,Drama|Mystery|Romance|Sci-Fi|Thriller,Johnny Depp,Transcendence ,Clifton Collins Jr.,6.3
344,Trevor Morgan,Action|Adventure|Sci-Fi|Thriller,Michael Jeter,Jurassic Park III ,Alessandro Nivola,5.9
345,David Oyelowo,Action|Drama|Sci-Fi|Thriller,James Franco,Rise of the Planet of the Apes ,Tyler Labine,7.6
346,Tod Fennell,Adventure|Family|Fantasy,Martin Short,The Spiderwick Chronicles ,Joan Plowright,6.6
347,Cole Hauser,Action|Thriller,Bruce Willis,A Good Day to Die Hard ,Megalyn Echikunwoke,5.3
348,Marc Blucas,Drama|History|War|Western,Dennis Quaid,The Alamo ,Jordi Mollà,6
349,Craig T. Nelson,Action|Adventure|Animation|Family,Holly Hunter,The Incredibles ,Lou Romano,8
350,Frank Langella,Action|Adventure|Comedy,Christopher Masterson,Cutthroat Island ,Matthew Modine,5.6
351,Rosario Dawson,Adventure|Family|Fantasy,Logan Lerman,Percy Jackson & the Olympians: The Lightning Thief ,Steve Coogan,5.9
352,Rip Torn,Adventure|Comedy|Family|Mystery|Sci-Fi,Will Smith,Men in Black ,Linda Fiorentino,7.3
353,John Ratzenberger,Adventure|Animation|Comedy|Family|Fantasy,Tom Hanks,Toy Story 2 ,Wayne Knight,7.9
354,Rosario Dawson,Action|Thriller,Denzel Washington,Unstoppable ,Ethan Suplee,6.8
355,John Lone,Action|Comedy|Crime|Thriller,Mei Melançon,Rush Hour 2 ,Harris Yulin,6.6
356,Amber Valletta,Drama|Fantasy|Horror|Mystery|Thriller,Harrison Ford,What Lies Beneath ,Miranda Otto,6.6
357,Bobb'e J. Thompson,Animation|Comedy|Family|Sci-Fi,Will Forte,Cloudy with a Chance of Meatballs ,Al Roker,7
358,Maile Flanagan,Action|Adventure|Animation|Comedy|Family,Denis Leary,Ice Age: Dawn of the Dinosaurs ,Kelly Keaton,7
359,Adrian Martinez,Adventure|Comedy|Drama|Fantasy|Romance,Adam Scott,The Secret Life of Walter Mitty ,Joey Slotnick,7.3
360,LL Cool J,Action|Adventure|Comedy|Crime|Thriller,Bill Murray,Charlie's Angels ,Kelly Lynch,5.5
361,Matt Damon,Crime|Drama|Thriller,Leonardo DiCaprio,The Departed ,Ray Winstone,8.5
362,Harvey Fierstein,Adventure|Animation|Family|Fantasy|Musical|War,Ming-Na Wen,Mulan ,June Foray,7.5
363,Steve Coogan,Action|Comedy,Robert Downey Jr.,Tropic Thunder ,Brandon T. Jackson,7
364,Goran Visnjic,Crime|Drama|Mystery|Thriller,Robin Wright,The Girl with the Dragon Tattoo ,Joely Richardson,7.8
365,Aldis Hodge,Action|Adventure|Thriller,Bruce Willis,Die Hard with a Vengeance ,Kevin Chamberlin,7.6
366,Eddie Marsan,Action|Adventure|Crime|Mystery|Thriller,Robert Downey Jr.,Sherlock Holmes ,Robert Maillet,7.6
367,Ayelet Zurer,Adventure|Drama|History,Morgan Freeman,Ben-Hur ,Moises Arias,6.1
368,Jim Varney,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,Leonard Nimoy,Atlantis: The Lost Empire ,Cree Summer,6.8
369,Joshua Mikel,Adventure|Animation|Comedy|Family|Fantasy|Music,Bella Thorne,Alvin and the Chipmunks: The Road Chip ,Jesse McCartney,5
370,Tom Wilkinson,Drama|History|Thriller|War,Tom Cruise,Valkyrie ,Thomas Kretschmann,7.1
371,Sayed Badreya,Action|Comedy,Adam Sandler,You Don't Mess with the Zohan ,Kevin Nealon,5.5
372,Adam Sandler,Action|Animation|Comedy|Sci-Fi,Peter Dinklage,Pixels ,Josh Gad,5.6
373,William Hurt,Adventure|Drama|Sci-Fi,Haley Joel Osment,A.I. Artificial Intelligence ,Kevin Sussman,7.1
374,Rachael Harris,Comedy|Family|Fantasy|Horror|Mystery,Marsha Thomason,The Haunted Mansion ,Marc John Jefferies,4.9
375,Tom Skerritt,Drama|Mystery|Sci-Fi|Thriller,Matthew McConaughey,Contact ,Larry King,7.4
376,Kim Dickens,Action|Horror|Sci-Fi|Thriller,Greg Grunberg,Hollow Man ,Joey Slotnick,5.7
377,George Harris,Crime|Mystery|Thriller,Curtiss Cook,The Interpreter ,Michael Wright,6.4
378,Leven Rambin,Adventure|Family|Fantasy,Logan Lerman,Percy Jackson: Sea of Monsters ,Brandon T. Jackson,5.9
379,Angelina Jolie Pitt,Action|Adventure|Fantasy,Gerard Butler,Lara Croft Tomb Raider: The Cradle of Life ,Djimon Hounsou,5.5
380,Morgan Freeman,Action|Adventure|Comedy|Crime|Mystery|Thriller,Daniel Radcliffe,Now You See Me 2 ,Sanaa Lathan,6.9
381,Michael Byrne,Action|Adventure|Romance|Sci-Fi|Thriller,Alun Armstrong,The Saint ,Velibor Topic,6.2
382,Stephen Dillane,Action|Crime|Thriller,Brad Pitt,Spy Game ,Catherine McCormack,7
383,Connie Nielsen,Adventure|Sci-Fi|Thriller,Don Cheadle,Mission to Mars ,Kim Delaney,5.6
384,Wanda Sykes,Adventure|Animation|Comedy|Family|Musical,Anne Hathaway,Rio ,Will.i.am,7
385,Oliver Platt,Comedy|Drama|Sci-Fi,Robin Williams,Bicentennial Man ,John Michael Higgins,6.8
386,Anne Heche,Action|Drama|Sci-Fi|Thriller,Don Cheadle,Volcano ,Gaby Hoffmann,5.4
387,Brad Pitt,Action|Crime|Drama|Thriller,Harrison Ford,The Devil's Own ,Natascha McElhone,6.1
388,Christian Camargo,Drama|History|Thriller|War,Liam Neeson,K-19: The Widowmaker ,Lex Shrapnel,6.7
389,Reg E. Cathey,Action|Adventure|Sci-Fi,Tim Blake Nelson,Fantastic Four ,Tim Heidecker,4.3
390,Mako,Adventure|Fantasy,William Smith,Conan the Barbarian ,Sandahl Bergman,6.9
391,Bruce McGill,Biography|Drama|Sport,Paddy Considine,Cinderella Man ,Rosemarie DeWitt,8
392,Nathan Lane,Action|Family|Fantasy|Musical,Shirley Henderson,The Nutcracker in 3D ,Richard E. Grant,4.4
393,Michael Angarano,Drama|History|Sport,Jeff Bridges,Seabiscuit ,Michael O'Neill,7.3
394,Alan Ruck,Action|Adventure|Drama|Thriller,Philip Seymour Hoffman,Twister ,Jami Gertz,6.3
395,Vin Diesel,Action|Crime|Thriller,Paul Walker,The Fast and the Furious ,Jordana Brewster,6.7
396,Paul Sanchez,Adventure|Drama|Romance,Tom Hanks,Cast Away ,Nick Searcy,7.7
397,Hugh Jackman,Animation|Comedy|Family|Music|Romance,Robin Williams,Happy Feet ,Elizabeth Daily,6.5
398,Joan Allen,Action|Mystery|Thriller,Matt Damon,The Bourne Supremacy ,Oksana Akinshina,7.8
399,Gary Oldman,Action|Adventure|Drama|Thriller,Harrison Ford,Air Force One ,Dean Stockwell,6.4
400,Bernie Mac,Crime|Thriller,Brad Pitt,Ocean's Eleven ,Elliott Gould,7.8
401,Logan Lerman,Action|Adventure|Romance,Milla Jovovich,The Three Musketeers ,Orlando Bloom,5.8
402,Adam Sandler,Animation|Comedy|Family|Fantasy,Steve Buscemi,Hotel Transylvania ,Jon Lovitz,7.1
403,Teala Dunn,Animation|Comedy|Family|Fantasy|Musical|Romance,Jeff Bennett,Enchanted ,Fred Tatasciore,7.1
404,Scott Thompson,Crime|Drama|Horror|Mystery|Thriller,Caroline Dhavernas,Hannibal             ,Hettienne Park,8.6
405,Ryan Reynolds,Action|Crime|Mystery|Thriller,Denzel Washington,Safe House ,Sam Shepard,6.8
406,Eric Idle,Adventure|Comedy|Family,Ioan Gruffudd,102 Dalmatians ,Jim Carter,4.8
407,Gabourey Sidibe,Action|Comedy|Crime,Matthew Broderick,Tower Heist ,Judd Hirsch,6.2
408,Rufus Sewell,Comedy|Romance,Kate Winslet,The Holiday ,Sarah Parish,6.9
409,Jake Busey,Action|Crime|Drama|Mystery|Thriller,Will Smith,Enemy of the State ,Lisa Bonet,7.3
410,Hunter Parrish,Comedy|Drama|Romance,Meryl Streep,It's Complicated ,Zoe Kazan,6.6
411,Matt Damon,Crime|Thriller,Al Pacino,Ocean's Thirteen ,Brad Pitt,6.9
412,Debra Messing,Adventure|Animation|Comedy|Family,Jon Favreau,Open Season ,Jane Krakowski,6.2
413,Theo James,Adventure|Mystery|Sci-Fi,Kate Winslet,Divergent ,Mekhi Phifer,6.7
414,Gabriel Thomson,Drama|History|War,Bob Hoskins,Enemy at the Gates ,Clemens Schick,7.6
415,Rosario Dawson,Action|Adventure|Comedy|Thriller,Dwayne Johnson,The Rundown ,Ewen Bremner,6.7
416,Tom Noonan,Action|Adventure|Comedy|Fantasy,F. Murray Abraham,Last Action Hero ,Joan Plowright,6.2
417,Mako,Drama|Romance,Li Gong,Memoirs of a Geisha ,Karl Yune,7.3
418,Zachery Ty Bryan,Action|Crime|Thriller,Amber Stevens West,The Fast and the Furious: Tokyo Drift ,Nikki Griffin,6
419,Imelda Staunton,Adventure|Animation|Comedy|Family|Fantasy,Jim Broadbent,Arthur Christmas ,Michael Palin,7.1
420,Brad Pitt,Drama|Fantasy|Romance,Anthony Hopkins,Meet Joe Black ,Jake Weber,7.1
421,Rick Worthy,Action|Drama|Thriller,Raymond Cruz,Collateral Damage ,Jsu Garcia,5.5
422,Ben Vereen,Comedy|Drama|Music|Musical,Roy Scheider,All That Jazz ,Max Wright,7.8
423,Nathan Lane,Adventure|Comedy|Drama|Family|Fantasy,Julia Roberts,Mirror Mirror ,Danny Woodburn,5.6
424,Kieran Culkin,Action|Comedy|Fantasy|Romance,Anna Kendrick,Scott Pilgrim vs. the World ,Ellen Wong,7.5
425,Tchéky Karyo,Action|Adventure|Sci-Fi|Thriller,Glenn Morshower,The Core ,Rekha Sharma,5.4
426,Janet Jackson,Comedy|Romance|Sci-Fi,Larry Miller,Nutty Professor II: The Klumps ,Chris Elliott,4.3
427,Linda Cardellini,Adventure|Comedy|Mystery,Sarah Michelle Gellar,Scooby-Doo ,Miguel A. Núñez Jr.,4.9
428,Jason Cope,Action|Sci-Fi,Wood Harris,Dredd ,Rakie Ayola,7.1
429,Cameron Monaghan,Comedy|Drama|Fantasy|Romance,Adam Sandler,Click ,Julie Kavner,6.4
430,Hal Holbrook,Comedy|Fantasy|Horror,Ted Danson,Creepshow ,Adrienne Barbeau,6.9
431,Sean Hayes,Action|Comedy|Family|Fantasy,Jack McBrayer,Cats & Dogs: The Revenge of Kitty Galore ,Katt Williams,4.3
432,Hayden Christensen,Action|Adventure|Sci-Fi|Thriller,Kristen Stewart,Jumper ,Tom Hulce,6.1
433,Iván Kamarás,Action|Adventure|Fantasy|Horror|Sci-Fi,Seth MacFarlane,Hellboy II: The Golden Army ,Brian Steele,7
434,Jake Gyllenhaal,Crime|Drama|History|Mystery|Thriller,Robert Downey Jr.,Zodiac ,Anthony Edwards,7.7
435,Michael Rapaport,Action|Mystery|Sci-Fi|Thriller,Robert Duvall,The 6th Day ,Tony Goldwyn,5.9
436,Steve Carell,Comedy|Drama,Morgan Freeman,Bruce Almighty ,Lisa Ann Walter,6.7
437,Sylvester Stallone,Action|Adventure|Thriller,Jason Statham,The Expendables ,Jet Li,6.5
438,Kristin Scott Thomas,Action|Adventure|Thriller,Tom Cruise,Mission: Impossible ,Vanessa Redgrave,7.1
439,Josh Hutcherson,Adventure|Drama|Sci-Fi|Thriller,Jennifer Lawrence,The Hunger Games ,Anthony Reynolds,7.3
440,Mason Lee,Comedy,Bradley Cooper,The Hangover Part II ,Mike Tyson,6.5
441,Vincent Schiavelli,Action,Michael Gough,Batman Returns ,Andrew Bryniarski,7
442,Steve Carell,Adventure|Animation|Comedy|Family,Bruce Willis,Over the Hedge ,Catherine O'Hara,6.8
443,Jason Scott Lee,Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,Tia Carrere,Lilo & Stitch ,David Ogden Stiers,7.2
444,Julia Roberts,Comedy|Family|Fantasy,Steve Buscemi,Charlotte's Web ,Oprah Winfrey,6.4
445,Jon Favreau,Action|Drama|Romance|Sci-Fi|Thriller,Morgan Freeman,Deep Impact ,Robert Duvall,6.1
446,Anthony Hopkins,Action|Comedy|Crime|Thriller,Bruce Willis,RED 2 ,Garrick Hagon,6.7
447,Steve Reevis,Comedy|Crime|Sport,Adam Sandler,The Longest Yard ,Dalip Singh,6.4
448,Jesse McCartney,Adventure|Animation|Comedy|Family|Fantasy|Music,Amy Poehler,Alvin and the Chipmunks: Chipwrecked ,Lauren Gottlieb,4.4
449,Adam Sandler,Comedy,Steve Buscemi,Grown Ups 2 ,Jon Lovitz,5.4
450,Dwayne Johnson,Action|Adventure|Comedy,Bill Murray,Get Smart ,Anne Hathaway,6.5
451,Jon Favreau,Comedy|Drama|Romance,Keanu Reeves,Something's Gotta Give ,Paul Michael Glaser,6.7
